,text,unit
1031," The electric field of a plane polarized electromagnetic wave in free
space at time \(t = 0\) is given by an expression
\(\overrightarrow{E}(x,y) = 10\widehat{j}cos\lbrack(6x + 8z)\rbrack\)

The magnetic field \(\overrightarrow{B}(x,z,t)\) is given by: (c is the
velocity of light)

{[}10 Jan 2019, II{]}

(1)
\(\frac{1}{c}(6\widehat{k} + 8\widehat{i})cos\lbrack(6x - 8z + 10ct)\rbrack\)

(2)
\(\frac{1}{c}(6\widehat{k} - 8\widehat{i})cos\lbrack(6x + 8z - 10ct)\rbrack\)

(3)
\(\frac{1}{c}(6\widehat{k} + 8\widehat{i})cos\lbrack(6x + 8z - 10ct)\rbrack\)

(4)
\(\frac{1}{c}(6\widehat{k} - 8\widehat{i})cos\lbrack(6x + 8z + 10ct)\rbrack\)

",Electromagnetic Waves
1032," An EM wave from air enters a medium. The electric fields are
\({\overrightarrow{E}}_{1} = E_{01}\widehat{x}cos\left\lbrack 2\text{πv}\left( \frac{z}{c} - t \right) \right\rbrack\)
in air and
\({\overrightarrow{E}}_{2} = E_{02}\widehat{x}cos\lbrack k(2z - \text{ct})\rbrack\)
in medium, where the wave number \(k\) and frequency \(v\) refer to
their values in air. The medium is nonmagnetic. If
\(\epsilon_{\eta_{1}}\) and \(\epsilon_{r_{2}}\) refer to relative
permittivities of air and medium respectively, which of the following
options is correct?

{[}9 Jan 2019, I{]}

(1) \(\frac{\epsilon_{r_{1}}}{\epsilon_{r_{2}}} = 4\)

(2) \(\frac{\epsilon_{r_{1}}}{\epsilon_{r_{2}}} = 2\)

(3) \(\frac{\epsilon_{r}}{\epsilon_{r_{2}}} = \frac{1}{4}\)

(4) \(\frac{\epsilon_{r_{1}}}{\epsilon_{r_{2}}} = \frac{1}{2}\)

",Electromagnetic Waves
1033," The energy associated with electric field is
\(\left( U_{E} \right)\) and with magnetic fields is
\(\left( U_{B} \right)\) for an electromagnetic wave in free space. Then
:

{[}9 Jan 2019, II{]}

(1) \(U_{E} = \frac{U_{B}}{2}\)

(2) \(U_{E} > U_{B}\)

(3) \(U_{E} < U_{B}\)

(4) \(U_{E} = U_{B}\)

",Electromagnetic Waves
1034," A plane electromagnetic wave of wavelength \(\lambda\) has an
intensity I. It is propagating along the positive \(Y -\) direction. The
allowed expressions for the electric and magnetic fields are given by
{[}Online April 16, 2018{]}

(1)
\(\overrightarrow{E} = \sqrt{\frac{I}{\varepsilon_{0}C}}cos\left\lbrack \frac{2\pi}{\lambda}(y - ct) \right\rbrack\widehat{i};\overrightarrow{B} = \frac{1}{c}\text{Ek}\widehat{k}\)

(2)
\(\overrightarrow{E} = \sqrt{\frac{I}{\varepsilon_{0}C}}cos\left\lbrack \frac{2\pi}{\lambda}(y - ct) \right\rbrack\widehat{k};\overrightarrow{B} = - \frac{1}{c}E\text{i}\text{~}\)

(3)
\(\overrightarrow{E} = \sqrt{\frac{2I}{\varepsilon_{0}C}}cos\left\lbrack \frac{2\pi}{\lambda}(y - ct) \right\rbrack\widehat{k};\overrightarrow{B} = + \frac{1}{c}\text{Ei}\widehat{i}\)

(4)
\(\overrightarrow{E} = \sqrt{\frac{2I}{\varepsilon_{0}C}}cos\left\lbrack \frac{2\pi}{\lambda}(y + ct) \right\rbrack\widehat{k};\overrightarrow{B} = \frac{1}{c}\text{Ei}\widehat{i}\)

",Electromagnetic Waves
1035," A monochromatic beam of light has a frequency
\(v = \frac{3}{2\pi} \times 10^{12}\text{\ }\text{Hz}\) and is
propagating along the direction
\(\frac{\widehat{i} + \widehat{j}}{\sqrt{2}}\). It is polarized along
the \(\widehat{k}\) direction. The acceptable form for the magnetic
field is: {[}Online April 15, 2018{]}

(1)
\(k\frac{E_{0}}{C}\left( \frac{\widehat{i} - \widehat{j}}{\sqrt{2}} \right)cos\left\lbrack 10^{4}\left( \frac{\widehat{i} - \widehat{j}}{\sqrt{2}} \right) \cdot \overrightarrow{r} - \left( 3 \times 10^{12} \right)t \right\rbrack\)

(2)
\(\frac{E_{0}}{C}\left( \frac{\widehat{i} - \widehat{j}}{\sqrt{2}} \right)cos\left\lbrack 10^{4}\left( \frac{\widehat{i} + \widehat{j}}{\sqrt{2}} \right) \cdot \overrightarrow{r} - \left( 3 \times 10^{12} \right)t \right\rbrack\)

(3)
\(\frac{E_{0}}{C}\widehat{k}cos\left\lbrack 10^{4}\left( \frac{\widehat{i} + \widehat{j}}{\sqrt{2}} \right) \cdot \overrightarrow{r} + \left( 3 \times 10^{12} \right)t \right\rbrack\)

(4)
\(\frac{E_{0}}{C}\frac{(\widehat{i} + \widehat{j} + \widehat{k})}{\sqrt{3}}cos\left\lbrack 10^{4}\left( \frac{\widehat{i} + \widehat{j}}{\sqrt{2}} \right) \cdot \overrightarrow{r} + \left( 3 \times 10^{12} \right)t \right\rbrack\)

",Electromagnetic Waves
1036," The electric field component of a monochromatic radiation is given
by

\[\overrightarrow{E} = 2E_{0}\widehat{i}coskzcos\omega t\]

Its magnetic field \(\overrightarrow{B}\) is then given by :

{[}Online April 9, 2017{]}

(1) \(\frac{2E_{o}}{c}\widehat{j}sinkzcos\omega t\)

(2) \(- \frac{2E_{0}}{c}\widehat{j}sin\text{kz}sin\omega t\)

(3) \(\frac{2E_{o}}{c}\widehat{j}sinkzsin\omega t\)

(4) \(\frac{2E_{o}}{c}\widehat{j}coskzcos\text{ωt}\)

",Electromagnetic Waves
1037," Magnetic field in a plane electromagnetic wave is given by
\(\overrightarrow{B} = B_{0}sin(kx + \omega t)\widehat{j}T\)

Expression for corresponding electric field will be :

Where \(c\) is speed of light.

{[}Online April 8, 2017{]}

(1) \(\overrightarrow{E} = B_{0}csin(kx + \omega t)\widehat{k}V/m\)

(2)
\(\overrightarrow{E} = \frac{B_{0}}{c}sin(kx + \omega t)\widehat{k}V/m\)

(3) \(\overrightarrow{E} = - B_{0}csin(kx + \omega t)\widehat{k}V/m\)

(4) \(\overrightarrow{E} = B_{0}csin(kx - \omega t)\widehat{k}V/m\)

",Electromagnetic Waves
1038," Consider an electromagnetic wave propagating in vacuum. Choose the
correct statement: {[}Online April 10, 2016{]}

(1) For an electromagnetic wave propagating in \(+ y\) direction the
electric field is
\(\overrightarrow{E} = \frac{1}{\sqrt{2}}E_{\text{yz}}(x,t)\widehat{z}\)
and the magnetic field is
\(\overrightarrow{B} = \frac{1}{\sqrt{2}}{\text{\ }B}_{z}(x,t)\widehat{y}\)

(2) For an electromagnetic wave propagating in \(+ y\) direction the
electric field is
\(\overrightarrow{E} = \frac{1}{\sqrt{2}}E_{\text{yz}}(x,t)\widehat{y}\)
and the magnetic field is
\(\overrightarrow{B} = \frac{1}{\sqrt{2}}B_{\text{yz}}(x,t)\widehat{z}\)

(3) For an electromagnetic wave propagating in \(+ x\) direction the
electric field is
\(\overrightarrow{E} = \frac{1}{\sqrt{2}}E_{\text{yz}}(y,z,t)\)
\((\widehat{y} + \widehat{z})\) and the magnetic field is

\[\overrightarrow{B} = \frac{1}{\sqrt{2}}{\text{\ }B}_{\text{yz}}(y,z,t)(\widehat{y} + \widehat{z})\]

(4) For an electromagnetic wave propagating in \(+ x\) direction the
electric field is
\(\overrightarrow{E} = \frac{1}{\sqrt{2}}E_{\text{yz}}(x,t)(\widehat{y} - \widehat{z})\)
and the magnetic field is
\(\overrightarrow{B} = \frac{1}{\sqrt{2}}{\text{\ }B}_{\text{yz}}(x,t)(\widehat{y} + \widehat{z})\)

",Electromagnetic Waves
1039," For plane electromagnetic waves propagating in the z-direction,
which one of the following combination gives the correct possible
direction for \(\overrightarrow{E}\) and \(\overrightarrow{B}\) field
respectively?

{[}Online April 11, 2015{]}

(1) \((2\widehat{i} + 3\widehat{j})\) and
\((\widehat{i} + 2\widehat{j})\)

(2) \(( - 2\widehat{i} - 3\widehat{j})\) and
\((3\widehat{i} - 2\widehat{j})\)

(3) \((3\widehat{i} + 4\widehat{j})\) and
\((4\widehat{i} - 3\widehat{j})\)

(4) \((\widehat{i} + 2\widehat{j})\) and
\((2\widehat{i} - \widehat{j})\)

",Electromagnetic Waves
1040," An electromagnetic wave travelling in the \(x\)-direction has
frequency of \(2 \times 10^{14}\text{\ }\text{Hz}\) and electric field
amplitude of 27 \(\text{Vm}^{- 1}\). From the options given below, which
one describes the magnetic field for this wave ? {[}Online April 10,
2015{]}

(1)
\(\overrightarrow{B}(x,t) = \left( 3 \times 10^{- 8}\text{\ }T \right)\widehat{j}\)
\(sin\left\lbrack 2\pi\left( 1.5 \times 10^{- 8}x - 2 \times 10^{14}t \right) \right\rbrack\)

(2)
\(\overrightarrow{B}(x,t) = \left( 9 \times 10^{- 8}T \right)\widehat{i}\)

\[sin\left\lbrack 2\pi\left( 1.5 \times 10^{- 8}x - 2 \times 1014t \right) \right\rbrack\]

(3)
\(\overrightarrow{B}(x,t) = \left( 9 \times 10^{- 8}T \right)\widehat{j}\)

\[\left. \ sin\left\lbrack 1.5 \times 10^{- 6}x - 2 \times 10^{14}t \right) \right\rbrack\]

(4)
\(\overrightarrow{B}(x,t) = \left( 9 \times 10^{- 8}T \right)\widehat{k}\)

\[sin\left\lbrack 2\pi\left( 1.5 \times 10^{- 6}x - 2 \times 10^{14}t \right) \right\rbrack\]

",Electromagnetic Waves
1041," During the propagation of electromagnetic waves in a medium:

{[}2014{]}

(1) Electric energy density is double of the magnetic energy density.

(2) Electric energy density is half of the magnetic energy density.

(3) Electric energy density is equal to the magnetic energy density.

(4) Both electric and magnetic energy densities are zero.

",Electromagnetic Waves
1042," A lamp emits monochromatic green light uniformly in all directions.
The lamp is \(3\%\) efficient in converting electrical power to
electromagnetic waves and consumes \(100\text{\ }W\) of power. The
amplitude of the electric field associated with the electromagnetic
radiation at a distance of \(5\text{\ }m\) from the lamp will be nearly:

(1) \(1.34\text{\ }V/m\)

(2) \(2.68\text{\ }V/m\)

(3) \(4.02\text{\ }V/m\)

(4) \(5.36\text{\ }V/m\)

",Electromagnetic Waves
1043," An electromagnetic wave of frequency \(1 \times 10^{14}\) hertz is
propagating along \(z\)-axis. The amplitude of electric field is
\(4\text{\ }V/m\). If
\(\varepsilon_{0} = 8.8 \times 10^{- 12}C^{2}/N - m^{2}\), then average
energy density of electric field will be: {[}Online April 11, 2014{]}

(1) \(35.2 \times 10^{- 10}\text{\ }J/m^{3}\)

(2) \(35.2 \times 10^{- 11}\text{\ }J/m^{3}\)

(3) \(35.2 \times 10^{- 12}\text{\ }J/m^{3}\)

(4) \(35.2 \times 10^{- 13}\text{\ }J/m^{3}\)

",Electromagnetic Waves
1044," The magnetic field in a travelling electromagnetic wave has a peak
value of \(20nT\). The peak value of electric field strength is :

{[}2013{]}

(1) \(3\text{\ }V/m\)

(2) \(6\text{\ }V/m\)

(3) \(9\text{\ }V/m\)

(4) \(12\text{\ }V/m\)

",Electromagnetic Waves
1045," A plane electromagnetic wave in a non-magnetic dielectric medium is
given by
\(\overrightarrow{E} = {\overrightarrow{E}}_{0}\left( 4 \times 10^{- 7}x - 50t \right)\)
with distance being in meter and time in seconds. The dielectric
constant of the medium is: {[}Online April 22, 2013{]}

(1) \(2.4\)

(2) \(5.8\)

(3) \(8.2\)

(4) \(4.8\)

",Electromagnetic Waves
1046," Select the correct statement from the following :

{[}Online April 9, 2013{]}

(1) Electromagnetic waves cannot travel in vacuum.

(2) Electromagnetic waves are longitudinal waves.

(3) Electromagnetic waves are produced by charges moving with uniform
velocity.

(4) Electromagnetic waves carry both energy and momentum as they
propagate through space.

",Electromagnetic Waves
1047," An electromagnetic wave in vacuum has the electric and magnetic
field \(\overrightarrow{E}\) and \(\overrightarrow{B}\), which are
always perpendicular to each other. The direction of polarization is
given by \(\overrightarrow{X}\) and that of wave propagation by
\(\overrightarrow{k}\). Then

{[}2012{]}

(1) \(\overrightarrow{X} \parallel \overrightarrow{B}\) and
\(\overrightarrow{k} \parallel \overrightarrow{B} \times \overrightarrow{E}\)

(2) \(\overrightarrow{X} \parallel \overrightarrow{E}\) and
\(\overrightarrow{k} \parallel \overrightarrow{E} \times \overrightarrow{B}\)

(3) \(\overrightarrow{X} \parallel \overrightarrow{B}\) and
\(\overrightarrow{k} \parallel \overrightarrow{E} \times \overrightarrow{B}\)

(4) \(\overrightarrow{X} \parallel \overrightarrow{E}\) and
\(\overrightarrow{k} \parallel \overrightarrow{B} \times \overrightarrow{E}\)

",Electromagnetic Waves
1048," An electromagnetic wave with frequency \(\omega\) and wavelength
\(\lambda\) travels in the \(+ y\) direction. Its magnetic field is
along \(+ x\)-axis. The vector equation for the associated electric
field (of amplitude \(E_{0}\) ) is {[}Online May 19, 2012{]}

(1)
\(\overrightarrow{E} = - E_{0}cos\left( \text{ωt} + \frac{2\pi}{\lambda}y \right)\widehat{x}\)

(2)
\(\overrightarrow{E} = E_{0}cos\left( \text{ωt} - \frac{2\pi}{\lambda}y \right)\widehat{x}\)

(3)
\(\overrightarrow{E} = E_{0}cos\left( \text{ωt} - \frac{2\pi}{\lambda}y \right)\widehat{z}\)

(4)
\(\overrightarrow{E} = - E_{0}cos\left( \text{ωt} + \frac{2\pi}{\lambda}y \right)\widehat{z}\)

",Electromagnetic Waves
1049," An electromagnetic wave of frequency \(v = 3.0MHz\) passes from
vacuum into a dielectric medium with permittivity \(\in = 4.0\). Then

{[}2004{]}

(1) wave length is halved and frequency remains unchanged

(2) wave length is doubled and frequency becomes half

(3) wave length is doubled and the frequency remains unchanged

(4) wave length and frequency both remain unchanged.

",Electromagnetic Waves
1050," Electromagnetic waves are transverse in nature is evident by

{[}2002{]}

(1) polarization

(2) interference

(3) reflection

(4) diffraction

",Electromagnetic Waves
1051," The correct match between the entries in column I and column II are
:

{[}Sep. 05, 2020 (II){]}

I II

Radiation Wavelength

(A) Microwave (i) \(100\text{\ }m\)

(B) Gamma rays (ii) \(10^{- 15}\text{\ }m\)

(C) A.M. radio waves (iii) \(10^{- 10}\text{\ }m\)

(D) \(X\)-rays (iv) \(10^{- 3}\text{\ }m\)

(1) (A)-(ii), (B)-(i), (C)-(iv), (D)-(iii)

(2) (A)-(i), (B)-(iii), (C)-(iv), (D)-(ii)

(3) (A)-(iii), (B)-(ii), (C)-(i), (D)-(iv)

(4) (A)-(iv), (B)-(ii), (C)-(i), (D)-(iii)

",Electromagnetic Waves
1052," Chosse the correct option relating wavelengths of different parts of
electromagnetic wave spectrum :

{[}Sep. 04, 2020 (I){]}

(1)
\(\lambda_{\text{visible}\text{~}} < \lambda_{\text{micro\ waves~}} < \lambda_{\text{radio\ waves~}} < \lambda_{X\text{-rays~}}\)

(2)
\(\lambda_{\text{radio}\text{\ waves~}} > \lambda_{\text{micro\ waves~}} > \lambda_{\text{visible~}} > \lambda_{x\text{-rays~}}\)

(3)
\(\lambda_{x\text{-rays~}} < \lambda_{\text{micro\ waves~}} < \lambda_{\text{radio\ waves~}} < \lambda_{\text{visible~}}\)

(4)
\(\lambda_{\text{visible}\text{~}} > \lambda_{x\text{-rays~}} > \lambda_{\text{radio\ waves~}} > \lambda_{\text{micro\ waves~}}\)

",Electromagnetic Waves
1053," Given below in the left column are different modes of communication
using the kinds of waves given in the right column. A. Aptical Fibre
2019, I{]}

A. Optical Fibre P. Ultrasound

Communication

B. Radar Q. InfraredLight

C. Sonar \(R\) Microwaves

D. Mobile Phones S. Radio Waves

From the options given below, find the most appropriate match between
entries in the left and the right column.

(1) \(A - Q,B - S,C - R,D - P\)

(2) \(A - S,B - Q,C - R,D - P\)

(3) \(A - Q,B - S,C - P,D - R\)

(4) \(A - R,B - P,C - S,D - Q\)

",Electromagnetic Waves
1054," Arrange the following electromagnetic radiations per quantum in the
order of increasing energy:

{[}2016{]}

A : Blue light \(B\) : Yellow light

\(C:X\)-ray

\(D\) : Radiowave.

(1) C, A, B, D

(2) B, A, D, C

(3) D, B, A, C

(4) A, B, D, C

",Electromagnetic Waves
1055," Microwave oven acts on the principle of :

{[}Online April 9, 2016{]}

(1) giving rotational energy to water molecules

(2) giving translational energy to water molecules

(3) giving vibrational energy to water molecules

(4) transferring electrons from lower to higher energy levels in water
molecule

",Electromagnetic Waves
1057," 2 3 4

(1) (iv) (iii) (ii) (i)

(2) (i) (ii) (iv) (iii)

(3) (iii) (ii) (i) (iv)

(4) (i) (ii) (iii) (iv)

",Electromagnetic Waves
1058," If microwaves, X rays, infrared, gamma rays, ultra-violet, radio
waves and visible parts of the electromagnetic spectrum are denoted byM,
X, I, G, U, R and V then which of the following is the arrangement in
ascending order of wavelength ?

{[}Online April 19, 2014{]}

(1) \(R,M,I,V,U,X\) and \(G\)

(2) \(M,R,V,X,U,G\) and \(I\)

(3) \(G,X,U,V,I,M\) and \(R\)

(4) I, M, R, U, V, X and \(G\)

",Electromagnetic Waves
1061," Photons of an electromagnetic radiation has an energy \(11keV\)
each. To which region of electromagnetic spectrum does it belong ?

{[}Online April 9, 2013{]}

(1) X-ray region

(2) Ultra violet region

(3) Infrared region

(4) Visible region

",Electromagnetic Waves
1062," The frequency of \(X\)-rays; \(\gamma\)-rays and ultraviolet rays
are respectively \(a,b\) and \(c\) then

{[}Online May 26, 2012{]}

(1) \(a < b;b > c\)

(2) \(a > b;b > c\)

(3) \(a < b < c\)

(4) \(a = b = c\)

",Electromagnetic Waves
1063," Ten charges are placed on the circumference of a circle of radius
\(R\) with constant angular separation between successive charges.
Alternate charges \(1,3,5,7,9\) have charge \(( + q)\) each, while
\(2,4,6,8,10\) have charge \(( - q)\) each. The potential \(V\) and the
electric field \(E\) at the centre of the circle are respectively :

(Take \(V = 0\) at infinity)

{[}Sep. 05, 2020 (II){]}

(1) \(V = \frac{10q}{4\pi\varepsilon_{0}R};E = 0\)

(2) \(V = 0;E = \frac{10q}{4\pi\varepsilon_{0}R^{2}}\)

(3) \(V = 0;E = 0\)

(4)
\(V = \frac{10q}{4\pi\varepsilon_{0}R};E = \frac{10q}{4\pi\varepsilon_{0}R^{2}}\)

",Electrostatics and Capacitor
1064," Two isolated conducting spheres \(S_{1}\) and \(S_{2}\) of radius
\(\frac{2}{3}R\) and \(\frac{1}{3}R\) have \(12\mu C\) and \(- 3\mu C\)
charges, respectively, and are at a large distance from each other. They
are now connected by a conducting wire. A long time after this is done
the charges on \(S_{1}\) and \(S_{2}\) are respectively :

{[}Sep. 03, 2020 (I){]}

(1) \(4.5\mu C\) on both

(2) \(+ 4.5\mu C\) and \(- 4.5\mu C\)

(3) \(3\mu C\) and \(6\mu C\)

(4) \(6\mu C\) and \(3\mu C\)

",Electrostatics and Capacitor
1065," Concentric metallic hollow spheres of radii \(R\) and \(4R\) hold
charges \(Q_{1}\) and \(Q_{2}\) respectively. Given that surface charge
densities of the concentric spheres are equal, the potential difference
\(V(R) - V(4R)\) is :

{[}Sep. 03, 2020 (II){]}

(1) \(\frac{3Q_{1}}{16\pi\varepsilon_{0}R}\)

(2) \(\frac{3Q_{2}}{4\pi\varepsilon_{0}R}\)

(3) \(\frac{Q_{2}}{4\pi\varepsilon_{0}R}\)

(4) \(\frac{3Q_{1}}{4\pi\varepsilon_{0}R}\)

",Electrostatics and Capacitor
1067," A point dipole \(= \overrightarrow{p} - p_{o}\widehat{x}\) kept at
the origin. The potential and electric field due to this dipole on the
\(y\)-axis at a distance \(d\) are, respectively: (Take \(V = 0\) at
infinity)

{[}12 April 2019 I{]}

(1)
\(\frac{|\overrightarrow{p}|}{4\pi\varepsilon_{0}d^{2}},\frac{\overrightarrow{p}}{4\pi\varepsilon_{0}d^{3}}\)

(2) \(0,\frac{- \overrightarrow{p}}{4\pi\varepsilon_{0}d^{3}}\)

(3) \(0,\frac{|\overrightarrow{p}|}{4\pi\varepsilon_{0}d^{3}}\)

(4)
\(\frac{|\overrightarrow{p}|}{4\pi\varepsilon_{0}d^{2}},\frac{- \overrightarrow{p}}{4\pi\varepsilon_{0}d^{3}}\)

",Electrostatics and Capacitor
1068," A uniformly charged ring of radius \(3a\) and total charge \(q\) is
placed in xy-plane centred at origin. A point charge \(q\) is moving
towards the ring along the \(z\)-axis and has speed \(v\) at \(z = 4a\).
The minimum value of \(v\) such that it crosses the origin is :

{[}10 April 2019 I{]}

(1)
\(\sqrt{\frac{2}{\text{\ }m}}\left( \frac{4}{15}\frac{q^{2}}{4\pi\varepsilon_{0}a} \right)^{1/2}\)

(2)
\(\sqrt{\frac{2}{m}}\left( \frac{1}{5}\frac{q^{2}}{4\pi\varepsilon_{0}a} \right)^{1/2}\)

(3)
\(\sqrt{\frac{2}{\text{\ }m}}\left( \frac{2}{15}\frac{q^{2}}{4\pi\varepsilon_{0}a} \right)^{1/2}\)

(4)
\(\sqrt{\frac{2}{\text{\ }m}}\left( \frac{1}{15}\frac{q^{2}}{4\pi\varepsilon_{0}a} \right)^{1/2}\)

",Electrostatics and Capacitor
1069," A solid conducting sphere, having a charge \(Q\), is surrounded by an
uncharged conducting hollow spherical shell. Let the potential
difference between the surface of the solid sphere and that of the outer
surface of the hollow shell be V. If the shell is now given a charge of
\(- 4Q\), the new potential difference between the same two surfaces is:

{[}8 April 2019 I{]}

(1) \(- 2\text{\ }V\)

(2) \(2\text{\ }V\)

(3) \(4\text{\ }V\)

(4) \(V\)

",Electrostatics and Capacitor
1070," The electric field in a region is given by
\(\overrightarrow{E} = (Ax + B)\widehat{i}\), where \(E^{\text{is~}}\)
in \(\text{NC}^{- 1}\) and \(x\) is in metres. The values of constants
are \(A = 20SI\) unit and \(B = 10SI\) unit. If the potential at
\(x = 1\) is \(V_{1}\) and that at \(x = - 5\) is \(V_{2}\), then
\(V_{1} - V_{2}\) is : {[}8 Jan. 2019 II{]}

(1) \(320\text{\ }V\)

(2) \(- 48\text{\ }V\)

(3) \(180\text{\ }V\)

(4) \(- 520\text{\ }V\)

",Electrostatics and Capacitor
1072," A charge \(Q\) is distributed over three concentric spherical shells
of radii \(a,b,c(a < b < c)\) such that their surface charge densities
are equal to one another.

The total potential at a point at distance \(r\) from their common
centre, where \(r < a\), would be:

{[}10 Jan. 2019 I{]}

(1) \(\frac{Q}{12\pi\epsilon_{0}}\frac{ab + bc + ca}{\text{abc}}\)

(2)
\(\frac{Q\left( a^{2} + b^{2} + c^{2} \right)}{4\pi \in_{0}\left( a^{3} + b^{3} + c^{3} \right)}\)

(3) \(\frac{Q}{4\pi\epsilon_{0}(a + b + c)}\)

(4)
\(\frac{Q(a + b + c)}{4\pi \in_{0}\left( a^{2} + b^{2} + c^{2} \right)}\)

",Electrostatics and Capacitor
1074," Consider two charged metallic spheres \(S_{1}\) and \(S_{2}\) of
radii \(R_{1}\) and \(R_{2}\), respectively. The electric fields
\(E_{1}\) (on \(\left. \ S_{1} \right)\) and \(E_{2}\left( \right.\ \)
on \(\left. \ S_{2} \right)\) on their surfaces are such that
\(E_{1}/E_{2} = R_{1}/R_{2}\). Then the ratio \(V_{1}\left( \right.\ \)
on \(\left. \ S_{1} \right)/V_{2}\) (on \(\left. \ S_{2} \right)\) of
the electrostatic potentials on each sphere is:

{[}8 Jan. 2019 II{]}

(1) \(R_{1}/R_{2}\)

(2) \(\left( R_{1}/R_{2} \right)^{2}\)

(3) \(\left( R_{2}/R_{1} \right)\)

(4) \(\left( \frac{R_{1}}{R_{2}} \right)^{3}\)

",Electrostatics and Capacitor
1075," Three concentric metal shells \(A,B\) and \(C\) of respective radii
\(a,b\) and \(c(a < b < c)\) have surface charge densities
\(+ \sigma, - \sigma\) and \(+ \sigma\) respectively. The potential of
shell \(B\) is:

{[}2018{]}

(1)
\(\frac{\sigma}{\epsilon_{0}}\left\lbrack \frac{a^{2} - b^{2}}{a} + c \right\rbrack\)

(2)
\(\frac{\sigma}{\epsilon_{0}}\left\lbrack \frac{a^{2} - b^{2}}{\text{\ }b} + c \right\rbrack\)

(3)
\(\frac{\sigma}{\epsilon_{0}}\left\lbrack \frac{b^{2} - c^{2}}{\text{\ }b} + a \right\rbrack\)

(4)
\(\frac{\sigma}{\epsilon_{0}}\left\lbrack \frac{b^{2} - c^{2}}{c} + a \right\rbrack\)

",Electrostatics and Capacitor
1076," There is a uniform electrostatic field in a region. The potential at
various points on a small sphere centred at \(P\), in the region, is
found to vary between in the limits \(589.0\text{\ }V\) to
\(589.8\text{\ }V\). What is the potential at a point on the sphere
whose radius vector makes an angle of \(60^{\circ}\) with the direction
of the field ?

{[}Online April 8, 2017{]}

(1) \(589.5\text{\ }V\)

(2) \(589.2\text{\ }V\)

(3) \(589.4\text{\ }V\)

(4) \(589.6\text{\ }V\)

",Electrostatics and Capacitor
1077," Within a spherical charge distribution of charge density
\(\rho(r),N\) equipotential surfaces of potential
\(V_{0},{\text{\ }V}_{0} + \Delta V,V_{0}\)
\(+ 2\Delta V,\ldots\ldots..V_{0} + N\Delta V(\Delta V > 0)\), are drawn
and have increasing radii
\(r_{0},r_{1},r_{2},\ldots\ldots\ldots r_{N}\), respectively. If the
difference in the radii of the surfaces is constant for all values of
\(V_{0}\) and \(\text{ΔV}\) then :

(1) \(\rho(r) =\) constant

(2) \(\rho(r) \propto \frac{1}{r^{2}}\)

(3) \(\rho(r) \propto \frac{1}{r}\)

(4) \(\rho(r) \propto r\)

",Electrostatics and Capacitor
1078," The potential (in volts) of a charge distribution is given by
\(V(z) = 30 - 5z^{2}\) for \(|z| \leq 1\text{\ }m\)

\(V(z) = 35 - 10|z|\) for \(|z| \geq 1\text{\ }m\).

\(V(z)\) does not depend on \(x\) and \(y\). If this potential is
generated by a constant charge per unit volume \(\rho_{0}\) (in units of
\(\left. \ \varepsilon_{0} \right)\) which is spread over a certain
region, then choose the correct statement. {[}Online April 9, 2016{]}

(1) \(\rho_{0} = 20\varepsilon_{0}\) in the entire region

(2) \(\rho_{0} = 10\varepsilon_{0}\) for \(|z| \leq 1\text{\ }m\) and
\(p_{0} = 0\) elsewhere

(3) \(\rho_{0} = 20\varepsilon_{0}\) for \(|z| \leq 1\text{\ }m\) and
\(p_{0} = 0\) elsewhere

(4) \(\rho_{0} = 40\varepsilon_{0}\) in the entire region

",Electrostatics and Capacitor
1079," A uniformly charged solid sphere of radius \(R\) has potential
\(V_{0}\) (measured with respect to \(\infty\) ) on its surface. For
this sphere the equipotential surfaces with potentials
\(\frac{3{\text{\ }V}_{0}}{2},\frac{5{\text{\ }V}_{0}}{4},\frac{3{\text{\ }V}_{0}}{4}\)
and \(\frac{V_{0}}{4}\) have radius \(R_{1},R_{2},R_{3}\) and \(R_{4}\)
respectively. Then


(1) \(R_{1} = 0\) and \(R_{2} < \left( R_{4} - R_{3} \right)\)

(2) \(2R = R_{4}\)

(3) \(R_{1} = 0\) and \(R_{2} > \left( R_{4} - R_{3} \right)\)

(4) \(R_{1} \neq 0\) and
\(\left( R_{2} - R_{1} \right) > \left( R_{4} - R_{3} \right)\)

",Electrostatics and Capacitor
1080," An electric field
\(\overrightarrow{E} = (25\widehat{i} + 30\widehat{j})\text{NC}^{- 1}\)
exists in a region of space. If the potential at the origin is taken to
be zero then the potential at \(x = 2m,y = 2m\) is :

{[}Online April 11, 2015{]}

(1) \(- 110\text{\ }J\)

(2) \(- 140\text{\ }J\)

(3) \(- 120\text{\ }J\)

(4) \(- 130\text{\ }J\)

",Electrostatics and Capacitor
1081," Assume that an electric field
\(\overrightarrow{E} = 30x^{2}\widehat{i}\) exists in space. Then the
potential difference \(V_{A} - V_{O}\), where \(V_{O}\) is the potential
at the origin and \(V_{A}\) the potential at \(x = 2\text{\ }m\) is:

{[}2014{]}

(1) \(120\text{\ }J/C\)

(2) \(- 120\text{\ }J/C\)

(3) \(- 80\text{\ }J/C\)

(4) \(80\text{\ }J/C\)

",Electrostatics and Capacitor
