,text,unit
442," Among the following, the narrow spectrum antibiotic is\\
(1) chloramphenicol\\
(2) penicillin \(G\)\\
(3) ampicillin\\
(4) amoxycillin.

",Chemistry in Everyday Life
443," Mixture of chloroxylenol and terpineol acts as\\
(1) antiseptic\\
(2) antipyretic\\
(3) antibiotic\\
(4) analgesic.

",Chemistry in Everyday Life
444," Which of the following is an analgesic?\\
(1) Streptomycin\\
(2) Chloromycetin\\
(3) Novalgin\\
(4) Penicillin

",Chemistry in Everyday Life
445," Bithional is generally added to the soaps as an additive to function
as a/an\\
(1) buffering agent\\
(2) antiseptic\\
(3) softener\\
(4) dryer.

",Chemistry in Everyday Life
446," Antiseptics and disinfectants either kill or prevent growth of
microrganisms. Identify which of the following statements is not true.\\
(1) Dilute solutions of boric acid and hydrogen peroxide are strong
antiseptics.\\
(2) Disinfectants harm the living tissues.\\
(3) A \(0.2\%\) solution of phenol is an antiseptic while \(1\%\)
solution acts as a disinfectant.\\
(4) Chlorine and iodine are used as strong disinfectants.

",Chemistry in Everyday Life
447," Dettol is the mixture of\\
(1) chloroxylenol and bithionol\\
(2) chloroxylenol and terpineol

(3) phenol and iodine\\
(4) terpineol and bithionol.

",Chemistry in Everyday Life
448," Chloroamphenicol is an\\
(1) antifertility drug\\
(2) antihistamine\\
(3) antiseptic and disinfectant\\
(4) antibiotic-broad spectrum.

",Chemistry in Everyday Life
449," Which one of the following is employed as Antihistamine?\\
(1) Chloramphenicol\\
(2) Diphenylhydramine\\
(3) Norethindrone\\
(4) Omeprazole

",Chemistry in Everyday Life
450," Which one of the following is employed as a tranquilizer drug?\\
(1) Promethazine\\
(2) Valium\\
(3) Naproxen\\
(4) Mifepriston

",Chemistry in Everyday Life
451," Which one of the following is employed as a tranquilizer?\\
(1) Naproxen\\
(2) Tetracycline\\
(3) Chlorpheniramine\\
(4) Equanil

",Chemistry in Everyday Life
452," Chloropicrin is obtained by the reaction of\\
(1) steam on carbon tetrachloride\\
(2) nitric acid on chlorobenzene\\
(3) chlorine on picric acid\\
(4) nitric acid on chloroform.

",Chemistry in Everyday Life
453," Aspirin is an acetylation product of\\
(1) \(m\)-hydroxybenzoic acid\\
(2) o-dihydroxybenzene\\
(3) o-hydroxybenzoic acid\\
(4) p-dihydroxybenzene.

",Chemistry in Everyday Life
454," Which of the following can possibly be used as analgesic without
causing addiction and mood modification?

(1) Diazepam\\
(2) Tetrahydrocatinol\\
(3) Morphine\\
(4) \(N\)-Acetyl-para-aminophenol.

",Chemistry in Everyday Life
455," Which one of the following statements is not true?\\
(1) Ampicillin is a natural antibiotic.\\
(2) Aspirin is both analgesic and antipyretic.\\
(3) Sulphadiazine is a synthetic antibacterial drug.\\
(4) Some disinfectants can be used as antiseptics.

",Chemistry in Everyday Life
456," Diazo coupling is useful to prepare some\\
(1) pesticides\\
(2) dyes\\
(3) proteins\\
(4) vitamins.

",Chemistry in Everyday Life
457," The artificial sweetner stable at cooking temperature and does not
provide calories is\\
(1) saccharin\\
(2) aspartame\\
(3) sucralose\\
(4) alitame.

",Chemistry in Everyday Life
458," Artificial sweetner which is stable under cold conditions only is\\
(1) saccharine\\
(2) sucralose\\
(3) aspartame\\
(4) alitame.

",Chemistry in Everyday Life
459," Which of the following is a cationic detergent?\\
(1) Sodium lauryl sulphate\\
(2) Sodium stearate\\
(3) Cetyltrimethyl ammonium bromide\\
(4) Sodium dodecylbenzene sulphonate

",Chemistry in Everyday Life
460," Which of the following forms cationic micelles above certain
concentration?\\
(1) Sodium dodecyl sulphate\\
(2) Sodium acetate\\
(3) Urea\\
(4) Cetyltrimethylammonium bromide

",Chemistry in Everyday Life
461," The correct order of the stoichiometries of \(\text{AgCl}\) formed
when \(\text{AgNO}_{3}\) in excess is treated with the complexes:
\(\text{CoCl}_{3}.6\text{NH}_{3},\text{CoCl}_{3}.5\text{NH}_{3},\text{CoCl}_{3}.4\text{NH}_{3}\)
respectively is\\
(1) \(3AgCl,1AgCl,2AgCl\)\\
(2) \(3AgCl,2AgCl,1AgCl\)\\
(3) \(2AgCl,3AgCl,2AgCl\)\\
(4) \(1AgCl,3AgCl,2AgCl\)

",Co-ordination compounds
462," Cobalt(III) chloride forms several octahedral complexes with ammonia.
Which of the following will not give test for chloride ions with silver
nitrate at \(25^{\circ}C\) ?\\
(1) \(\text{CoCl}_{3} \cdot 5\text{NH}_{3}\)\\
(2) \(\text{CoCl}_{3} \cdot 6\text{NH}_{3}\)\\
(3) \(\text{CoCl}_{3} \cdot 3\text{NH}_{3}\)\\
(4) \(\text{CoCl}_{3} \cdot 4\text{NH}_{3}\)

",Co-ordination compounds
463," An excess of \(\text{AgNO}_{3}\) is added to
\(100\text{\ }\text{mL}\) of a \(0.01M\) solution of
dichlorotetraaquachromium(III) chloride. The number of moles of
\(\text{AgCl}\) precipitated would be\\
(1) \(0.003\)\\
(2) \(0.01\)\\
(3) \(0.001\)\\
(4) \(0.002\)

",Co-ordination compounds
464," Which of the following will exhibit maximum ionic conductivity?\\
(1) \(K_{4}\left\lbrack Fe(CN)_{6} \right\rbrack\)\\
(2)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack\text{Cl}_{3}\)\\
(3)
\(\left\lbrack \text{Cu}\left( \text{NH}_{3} \right)_{4} \right\rbrack\text{Cl}_{2}\)\\
(4) \(\left\lbrack Ni(CO)_{4} \right\rbrack\)

",Co-ordination compounds
465," A coordination complex compound of cobalt has the molecular formula
containing five ammonia molecules, one nitro group and two chlorine
atoms for one cobalt atom. One mole of this compound produces three mole
ions in an aqueous solution. \(\text{On}\) reacting this solution with
excess of \(\text{AgNO}_{3}\) solution, we get two moles of
\(\text{AgCl}\) precipitate. The ionic formula for this complex would
be\\
(1)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{5}\left( \text{NO}_{2} \right) \right\rbrack\text{Cl}_{2}\)\\
(2)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{5}\text{Cl} \right\rbrack\left\lbrack \text{Cl}\left( \text{NO}_{2} \right) \right\rbrack\)\\
(3)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{4}\left( \text{NO}_{2} \right)\text{Cl} \right\rbrack\left\lbrack \left( \text{NH}_{3} \right)\text{Cl} \right\rbrack\)\\
(4)
\(\left( \text{Co}\left( \text{NH}_{3} \right)_{5} \right\rbrack\left\lbrack \left( \text{NO}_{2} \right)_{2}\text{Cl}_{2} \right\rbrack\)

",Co-ordination compounds
466," The correct increasing order of trans-effect of the following species
is\\
(1)
\(\text{NH}_{3} > \text{CN}^{-} > \text{Br}^{-} > C_{6}H_{5}\ ^{-}\)\\
(2)
\(\text{CN}^{-} > C_{6}H_{5}\ ^{-} > \text{Br}^{-} > \text{NH}_{3}\)\\
(3) \(\text{Br}^{-} > \text{CN}^{-} > \text{NH}_{3} > C_{6}H_{5}^{-}\)\\
(4) \(\text{CN}^{-} > \text{Br}^{-} > C_{6}H_{5}^{-} > \text{NH}_{3}\ \)

",Co-ordination compounds
467," The sum of coordination number and oxidation number of the metal
\(M\) in the complex
\(\left\lbrack M(\text{en})_{2}\left( C_{2}O_{4} \right) \right\rbrack\text{Cl}\)
(where en is ethylenediamine) is\\
(1) 6\\
(2) 7\\
(3) 8\\
(4) 9

",Co-ordination compounds
468," The anion of acetylacetone (acac) forms \(Co(acac)_{3}\) chelate with
\(\text{Co}^{3 +}\). The rings of the chelate are\\
(1) five membered\\
(2) four membered\\
(3) six membered\\
(4) three membered.

",Co-ordination compounds
469," Which of the following statements is true?\\
(1) Silicon exhibits 4 coordination number in its compound.\\
(2) Bond energy of \(F_{2}\) is less than \(\text{Cl}_{2}\).\\
(3) \(\text{Mn}\) (III) oxidation state is more stable than
\(\text{Mn}\) (II) in aqueous state.\\
(4) Elements of \(15^{\text{th}\text{~}}\) gp shows only \(+ 3\) and
\(+ 5\) oxidation states.

",Co-ordination compounds
470," Coordination number of \(\text{Ni}\) in
\(\left\lbrack \text{Ni}\left( C_{2}O_{4} \right)_{3} \right\rbrack^{4 -}\)
is\\
(1) 3\\
(2) 6\\
(3) 4\\
(4) 2

",Co-ordination compounds
471," The coordination number and oxidation state of \(\text{Cr}\) in
\(K_{3}\left\lbrack \text{Cr}\left( C_{2}O_{4} \right)_{3} \right\rbrack\)
are respectively\\
(1) 3 and \(+ 3\)\\
(2) 3 and 0\\
(3) 6 and \(+ 3\)\\
(4) 4 and \(+ 2\)

",Co-ordination compounds
472," Which of the following ligands is expected to be bidentate?\\
(1) \(\text{CH}_{3}\text{NH}_{2}\)\\
(2) \(\text{CH}_{3}C \equiv N\)\\
(3) \(\text{Br}\)\\
(4) \(C_{2}O_{4}\ ^{2 -}\)

",Co-ordination compounds
473," The name of complex ion,
\(\left\lbrack Fe(CN)_{6} \right\rbrack^{3 -}\) is\\
(1) hexacyanitoferrate(III) ion\\
(2) tricyanoferrate(III) ion\\
(3) hexacyanidoferrate(III) ion\\
(4) hexacyanoiron(III) ion.

",Co-ordination compounds
474," The correct IUPAC name for
\(\left\lbrack \text{CrF}_{2}(en)_{2} \right\rbrack\text{Cl}\) is\\
(1) chlorodifluoridoethylenediaminechromium (III) chloride\\
(2) difluoridobis(ethylene diamine)chromium (III) chloride\\
\(\begin{matrix}
\text{~}\text{(3)}\text{\ }\text{difluorobis}\text{-(ethylene\ }\text{diamine}\text{)chromium~} & \text{~(III)~} \\
\end{matrix}\) chloride\\
(4) chlorodifluoridobis(ethylene diamine) chromium (III). \(\ \)

",Co-ordination compounds
475," The hypothetical complex chlorodiaquatriammine cobalt(III) chloride
can be represented as\\
(1)
\(\left\lbrack \text{CoCl}\left( \text{NH}_{3} \right)_{3}\left( H_{2}O \right)_{2} \right\rbrack\text{Cl}_{2}\)\\
(2)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{3}\left( H_{2}O \right)\text{Cl}_{3} \right\rbrack\)\\
(3)
\(\left\lbrack \text{Co}\left( \text{NH}_{2} \right)_{3}\left( H_{2}O \right)_{2}\text{Cl} \right\rbrack\)\\
(4)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{3}\left( H_{2}O \right)_{3} \right\rbrack\text{Cl}_{3}\)

",Co-ordination compounds
476," IUPAC name of
\(\left\lbrack \text{Pt}\left( \text{NH}_{3} \right)_{3}(Br)\left( \text{NO}_{2} \right)\text{Cl} \right\rbrack\text{Cl}\)
is\\
(1) triamminebromochloronitroplatinum(IV) chloride\\
(2) triamminebromonitrochloroplatinum(IV) chloride\\
(3) triamminechlorobromonitroplatinum(IV) chloride\\
(4) triamminenitrochlorobromoplatinum(IV) chloride.

",Co-ordination compounds
477," The formula of dichlorobis(urea)copper(II) is\\
(1)
\(\left\lbrack \text{Cu}\left\{ O = C\left( \text{NH}_{2} \right)_{2} \right\}\text{Cl} \right\rbrack\text{Cl}\)\\
(2)
\(\left\lbrack \text{CuCl}_{2} \right\rbrack\left\{ O = C\left( \text{NH}_{2} \right)_{2} \right\}\)\\
(3)
\(\left\lbrack \text{Cu}\left\{ O = C\left( \text{NH}_{2} \right)_{2} \right\}\text{Cl}_{2} \right.\ \)\\
(4)
\(\left\lbrack \text{CuCl}_{2}\left\{ O = C\left( \text{NH}_{2} \right)_{2} \right\}_{2} \right\rbrack\)

",Co-ordination compounds
478," The type of isomerism shown by the complex
\(\left\lbrack \text{CoCl}_{2}(en)_{2} \right\rbrack\) is\\
(1) geometrical isomerism\\
(2) coordination isomerism\\
(3) ionization isomerism\\
(4) linkage isomerism.

",Co-ordination compounds
479," Number of possible isomers for the complex
\(\left\lbrack Co(\text{en})_{2}\text{Cl}_{2} \right\rbrack\text{Cl}\)
will be (en = ethylenediamine)\\
(1) 1\\
(2) 3\\
(3) 4\\
(4) 2

",Co-ordination compounds
480," The complexes
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack\left\lbrack Cr(CN)_{6} \right\rbrack\)
and
\(\left\lbrack \text{Cr}\left( \text{NH}_{3} \right)_{6} \right\rbrack\left\lbrack Co(CN)_{6} \right\rbrack\)
are the examples of which type of isomerism?\\
(1) Linkage isomerism\\
(2) Ionization isomerism\\
(3) Coordination isomerism\\
(4) Geometrical isomerism

",Co-ordination compounds
481," The complex,
\(\left\lbrack Pt(\text{py})\left( \text{NH}_{3} \right)\text{BrCl} \right\rbrack\)
will have how many geometrical isomers?\\
(1) 3\\
(2) 4\\
(3) 0\\
(4) 2

",Co-ordination compounds
482," The existence of two different coloured complexes with the
composition of
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{4}\text{Cl}_{2} \right\rbrack^{+}\)is
due to\\
(1) linkage isomerism\\
(2) geometrical isomerism\\
(3) coordination isomerism\\
(4) ionization isomerism.

",Co-ordination compounds
483," Which one of the following complexes is not expected to exhibit
isomerism?\\
(1)
\(\left\lbrack \text{Ni}\left( \text{NH}_{3} \right)_{4}\left( H_{2}O \right)_{2} \right\rbrack^{2 +}\)

(2)
\(\left\lbrack \text{Pt}\left( \text{NH}_{3} \right)_{2}\text{Cl}_{2} \right\rbrack\)\\
(3)
\(\left\lbrack \text{Ni}\left( \text{NH}_{3} \right)_{2}\text{Cl}_{2} \right\rbrack\)\\
(4) \(\left\lbrack Ni(\text{en})_{3} \right\rbrack^{2 +}\)

",Co-ordination compounds
484," Which of the following does not show optical isomerism?\\
(1)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{3}\text{Cl}_{3} \right\rbrack^{0}\)\\
(2)
\(\left\lbrack Co(\text{en})\text{Cl}_{2}\left( \text{NH}_{3} \right)_{2} \right\rbrack^{+}\)\\
(3) \(\left\lbrack Co(\text{en})_{3} \right\rbrack^{3 +}\)\\
(4)
\(\left\lbrack Co(\text{en})_{2}\text{Cl}_{2} \right\rbrack^{+}(\text{en} =\)
ethylenediamine)

",Co-ordination compounds
485," Which of the following will give a pair of enantiomorphs?\\
(1)
\(\left\lbrack \text{Cr}\left( \text{NH}_{3} \right)_{6} \right\rbrack\left\lbrack Co(CN)_{6} \right\rbrack\)\\
(2)
\(\left\lbrack Co(\text{en})_{2}\text{Cl}_{2} \right\rbrack\text{Cl}\)\\
(3)
\(\left\lbrack \text{Pt}\left( \text{NH}_{3} \right)_{4} \right\rbrack\left\lbrack \text{PtCl}_{6} \right\rbrack\)\\
(4)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{4}\text{Cl}_{2} \right\rbrack\text{NO}_{2}\)\\
\(\left( \text{en} = \text{NH}_{2}\text{CH}_{2}\text{CH}_{2}\text{NH}_{2} \right.\ \)
)

",Co-ordination compounds
486,"
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{4}\left( \text{NO}_{2} \right)_{2} \right\rbrack\text{Cl}\)
exhibits\\
(1) linkage isomerism, geometrical isomerism and optical isomerism\\
(2) linkage isomerism, ionization isomerism and optical isomerism\\
(3) linkage isomerism, ionization isomerism and geometrical isomerism\\
(4) ionization isomerism, geometrical isomerism and optical isomerism.

",Co-ordination compounds
487," Which one of the following is expected to exhibit optical isomerism?
(en =ethylenediamine)\\
(1) cis-
\(\left\lbrack \text{Pt}\left( \text{NH}_{3} \right)_{2}\text{Cl}_{2} \right\rbrack\)\\
(2) trans-
\(\left\lbrack \text{Pt}\left( \text{NH}_{3} \right)_{2}\text{Cl}_{2} \right\rbrack\)\\
(3) cis-
\(\left\lbrack Co(\text{en})_{2}\text{Cl}_{2} \right\rbrack^{+}\)\\
(4) trans-
\(\left\lbrack Co(\text{~en~})_{2}\text{Cl}_{2} \right\rbrack^{+}\)

",Co-ordination compounds
488," Which of the following coordination compounds would exhibit optical
isomerism?\\
(1) Pentaamminenitrocobalt(III) iodide\\
(2) Diamminedichloroplatinum(II)\\
(3) trans-Dicyanobis(ethylenediamine) chromium(III) chloride\\
(4) tris-(Ethylenediamine)cobalt(III) bromide

",Co-ordination compounds
489," Which of the following will give maximum number of isomers?\\
(1)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{4}\text{Cl}_{2} \right\rbrack\)\\
(2)
\(\left\lbrack Ni(\text{en})\left( \text{NH}_{3} \right)_{4} \right\rbrack^{2 +}\)\\
(3)
\(\left\lbrack \text{Ni}\left( C_{2}O_{4} \right)(\text{en})_{2} \right\rbrack^{2 -}\)\\
(4)
\(\left\lbrack Cr(SCN)_{2}\left( \text{NH}_{3} \right)_{4} \right\rbrack^{+}\)

",Co-ordination compounds
490," Which complex compound will give four isomers?\\
(1) \(\left\lbrack Fe(\text{en})_{3} \right\rbrack\text{Cl}_{3}\)\\
(2)
\(\left\lbrack Co(\text{en})_{2}\text{Cl}_{2} \right\rbrack\text{Cl}\)\\
(3)
\(\left\lbrack \text{Fe}\left( \text{PPh}_{3} \right)_{3}\text{NH}_{3}\text{ClBr} \right\rbrack\text{Cl}\)\\
(4)
\(\left\lbrack \text{Co}\left( \text{PPh}_{3} \right)_{3}\text{Cl}_{3} \right\rbrack\text{Cl}_{3}\)

",Co-ordination compounds
491," The total number of possible isomers for the complex compound
\(\left\lbrack \text{Cu}^{\text{II}}\left( \text{NH}_{3} \right)_{4} \right\rbrack\left\lbrack \text{Pt}^{\text{II}}\text{Cl}_{4} \right\rbrack\)
are\\
(1) 5\\
(2) 6\\
(3) 3\\
(4) 4

",Co-ordination compounds
492," The number of geometrical isomers of the complex
\(\left\lbrack \text{Co}\left( \text{NO}_{2} \right)_{3}\left( \text{NH}_{3} \right)_{3} \right\rbrack\)
is\\
(1) 4\\
(2) 0\\
(3) 2\\
(4) 3

",Co-ordination compounds
493," The number of geometrical isomers for
\(\left\lbrack \text{Pt}\left( \text{NH}_{3} \right)_{2}\text{Cl}_{2} \right\rbrack\)
is\\
(1) 3\\
(2) 4\\
(3) 1\\
(4) 2

",Co-ordination compounds
494," Which of the following is the correct order of increasing field
strength of ligands to form coordination compounds?\\
(1) \(\text{SCN}^{-} < F^{-} < C_{2}O_{4}^{2 -} < \text{CN}^{-}\)\\
(2) \(\text{SCN}^{-} < F^{-} < \text{CN}^{-} < C_{2}O_{4}^{2 -}\)\\
(3) \(F^{-} < \text{SCN}^{-} < C_{2}O_{4}^{2 -} < \text{CN}^{-}\)\\
(4) \(\text{CN}^{-} < C_{2}O_{4}^{2 -} < \text{SCN}^{-} < F^{-}\)

",Co-ordination compounds
495," What is the correct electronic configuration of the central atom in
\(K_{4}\left\lbrack Fe(CN)_{6} \right\rbrack\) based on crystal field
theory?\\
(1) \(e^{4}t_{2}^{2}\)\\
(2) \(t_{2g}^{4}e_{g}^{2}\)\\
(3) \(t_{2g}^{6}e_{g}^{0}\)\\
(4) \(e^{3}t_{2}^{3}\)

",Co-ordination compounds
496," Aluminium chloride in acidified aqueous solution forms a complex '
\(A\) ', in which hybridisation state of \(\text{Al}\) is ' \(B\) '.
What are ' \(A\) ' and ' \(B\) ', respectively?\\
(1)
\(\left\lbrack \text{Al}\left( H_{2}O \right)_{6} \right\rbrack^{3 +},sp^{3}d^{2}\)\\
(2)
\(\left\lbrack \text{Al}\left( H_{2}O \right)_{4} \right\rbrack^{3 +},sp^{3}\)

(3)
\(\left\lbrack \text{Al}\left( H_{2}O \right)_{4} \right\rbrack^{3 +},\text{ds}p^{2}\)\\
(4)
\(\left\lbrack \text{Al}\left( H_{2}O \right)_{6} \right\rbrack^{3 +},d^{2}sp^{3}\)

",Co-ordination compounds
497," The crystal field stabilisation energy (CFSE) for
\(\left\lbrack \text{CoCl}_{6} \right\rbrack^{4 -}\) is
\(18000{\text{\ }\text{cm}}^{- 1}\). The CFSE for
\(\left\lbrack \text{CoCl}_{4} \right\rbrack^{2 -}\) will be\\
(1) \(6000{\text{\ }\text{cm}}^{- 1}\)\\
(2) \(16000{\text{\ }\text{cm}}^{- 1}\)\\
(3) \(18000{\text{\ }\text{cm}}^{- 1}\)\\
(4) \(8000{\text{\ }\text{cm}}^{- 1}\)

",Co-ordination compounds
498," The geometry and magnetic behaviour of the complex
\(\left\lbrack Ni(CO)_{4} \right\rbrack\) are\\
(1) square planar geometry and diamagnetic\\
(2) tetrahedral geometry and diamagnetic\\
(3) square planar geometry and paramagnetic\\
(4) tetrahedral geometry and paramagnetic.

",Co-ordination compounds
499," Correct increasing order for the wavelengths of absorption in the
visible region for the complexes of \(\text{Co}^{3 +}\) is\\
(1)
\(\left\lbrack \text{Co}\left( H_{2}O \right)_{6} \right\rbrack^{3 +},\left\lbrack Co(\text{en})_{3} \right\rbrack^{3 +},\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +}\)\\
(2)
\(\left\lbrack \text{Co}\left( H_{2}O \right)_{6} \right\rbrack^{3 +},\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +},\left\lbrack Co(en)_{3} \right\rbrack^{3 +}\)\\
(3)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +},\left\lbrack Co(\text{en})_{3} \right\rbrack^{3 +},\left\lbrack \text{Co}\left( H_{2}O \right)_{6} \right\rbrack^{3 +}\)\\
(4)
\(\left\lbrack Co(\text{en})_{3} \right\rbrack^{3 +},\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +},\left\lbrack \text{Co}\left( H_{2}O \right)_{6} \right\rbrack^{3 +}\)

",Co-ordination compounds
500," Pick out the correct statement with respect to
\(\left\lbrack Mn(CN)_{6} \right\rbrack^{3 -}\).\\
(1) It is \(sp^{3}d^{2}\) hybridised and tetrahedral.\\
(2) It is \(d^{2}sp^{3}\) hybridised and octahedral.\\
(3) It is \(\text{ds}p^{2}\) hybridised and square planar.\\
(4) It is \(sp^{3}d^{2}\) hybridised and octahedral.

",Co-ordination compounds
501," Jahn-Teller effect is not observed in high spin complexes of\\
(1) \(d^{7}\)\\
(2) \(d^{8}\)\\
(3) \(d^{4}\)\\
(4) \(d^{9}\)

",Co-ordination compounds
502," The hybridization involved in complex
\(\left\lbrack Ni(CN)_{4} \right\rbrack^{2 -}\) is (At. No. Ni = 28)\\
(1) \(sp^{3}\)\\
(2) \(d^{2}sp^{2}\)\\
(3) \(d^{2}sp^{3}\)\\
(4) \(\text{ds}p^{2}\)

",Co-ordination compounds
503," Among the following complexes the one which shows zero crystal field
stabilization energy (CFSE) is\\
(1)
\(\left\lbrack \text{Mn}\left( H_{2}O \right)_{6} \right\rbrack^{3 +}\)\\
(2)
\(\left\lbrack \text{Fe}\left( H_{2}O \right)_{6} \right\rbrack^{3 +}\)\\
(3)
\(\left\lbrack \text{Co}\left( H_{2}O \right)_{6} \right\rbrack^{2 +}\)\\
(4)
\(\left\lbrack \text{Co}\left( H_{2}O \right)_{6} \right\rbrack^{3 +}\)

",Co-ordination compounds
504," A magnetic moment at \(1.73BM\) will be shown by one among of the
following\\
(1) \(\text{TiCl}_{4}\)\\
(2) \(\left\lbrack \text{CoCl}_{6} \right\rbrack^{4 -}\)\\
(3)
\(\left\lbrack \text{Cu}\left( \text{NH}_{3} \right)_{4} \right\rbrack^{2 +}\)\\
(4) \(\left\lbrack Ni(CN)_{4} \right\rbrack^{2 -}\)

",Co-ordination compounds
505," Crystal field splitting energy for high spin \(d^{4}\) octahedral
complex is\\
(1) \(- 1.2\Delta_{o}\)\\
(2) \(- 0.6\Delta_{o}\)\\
(3) \(- 0.8\Delta_{o}\)\\
(4) \(- 1.6\Delta_{o}\)

",Co-ordination compounds
506," Which among the following is a paramagnetic complex?

(At. \(\text{No}\). \(Mo = 42,Pt = 78\) )\\
(1)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +}\)\\
(2) \(\left\lbrack Pt(\text{en})\text{Cl}_{2} \right\rbrack\)\\
(3) \(\left\lbrack \text{CoBr}_{4} \right\rbrack^{2 -}\)\\
(4) \(Mo(CO)_{6}\)

",Co-ordination compounds
507," Which is diamagnetic?\\
(1) \(\left\lbrack \text{CoF}_{6} \right\rbrack^{3 -}\)\\
(2) \(\left\lbrack Ni(CN)_{4} \right\rbrack^{2 -}\)\\
(3) \(\left\lbrack \text{NiCl}_{4} \right\rbrack^{2 -}\)\\
(4) \(\left\lbrack Fe(CN)_{6} \right\rbrack^{3 -}\)

",Co-ordination compounds
508," Which one of the following is an outer orbital complex and exhibits
paramagnetic behaviour?\\
(1)
\(\left\lbrack \text{Ni}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{2 +}\)\\
(2)
\(\left\lbrack \text{Zn}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{2 +}\)\\
(3)
\(\left\lbrack \text{Cr}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +}\)\\
(4)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +}\ \)

",Co-ordination compounds
509," Low spin complex of \(d^{6}\)-cation in an octahedral field will
have the following energy\\
(1) \(\frac{- 12}{5}\Delta_{o} + P\)\\
(2) \(\frac{- 12}{5}\Delta_{o} + 3P\)\\
(3) \(\frac{- 2}{5}\Delta_{o} + 2P\)\\
(4) \(\frac{- 2}{5}\Delta_{o} + P\)\\
( \(\Delta_{o} =\) crystal field splitting energy in an octahedral
field, \(P =\) Electron pairing energy)

",Co-ordination compounds
510," Red precipitate is obtained when ethanol solution of
dimethylglyoxime is added to ammoniacal Ni(II). Which of the following
statements is not true?\\
(1) Red complex has a square planar geometry.\\
(2) Complex has symmetrical \(H\)-bonding.\\
(3) Red complex has a tetrahedral geometry.\\
(4) Dimethylglyoxime functions as bidentate ligand.\\
\(\left\lbrack \right.\ \) dimethylglyoxime \(\left. \  = \begin{matrix}
H_{3}C - C = N^{'OH} \\
H_{3}C - C = N_{\smallsetminus OH} \\
\end{matrix} \right\rbrack\)

",Co-ordination compounds
511," Of the following complex ions, which is diamagnetic in nature?\\
(1) \(\left\lbrack \text{NiCl}_{4} \right\rbrack^{2 -}\)\\
(2) \(\left\lbrack Ni(CN)_{4} \right\rbrack^{2 -}\)\\
(3) \(\left\lbrack \text{CuCl}_{4} \right\rbrack^{2 -}\)\\
(4) \(\left\lbrack \text{CoF}_{6} \right\rbrack^{3 -}\)

",Co-ordination compounds
512," The \(d\)-electron configurations of
\(\text{Cr}^{2 +},\text{Mn}^{2 +}\), \(\text{Fe}^{2 +}\) and
\(\text{Co}^{2 +}\) are \(d^{4},d^{5},d^{6}\) and \(d^{7}\)
respectively. Which one of the following will exhibit minimum
paramagnetic behaviour?\\
(1)
\(\left\lbrack \text{Mn}\left( H_{2}O \right)_{6} \right\rbrack^{2 +}\)\\
(2)
\(\left\lbrack \text{Fe}\left( H_{2}O \right)_{6} \right\rbrack^{2 +}\)

(3)
\(\left\lbrack \text{Co}\left( H_{2}O \right)_{6} \right\rbrack^{2 +}\)\\
(4)
\(\left\lbrack \text{Cr}\left( H_{2}O \right)_{6} \right\rbrack^{2 +}\)\\
(At. nos. \(Cr = 24,Mn = 25,Fe = 26\), \(Co = 27\) )

",Co-ordination compounds
513," Which of the following complex compounds will exhibit highest
paramagnetic behaviour?\\
(1)
\(\left\lbrack \text{Ti}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +}\)\\
(2)
\(\left\lbrack \text{Cr}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +}\)\\
(3)
\(\left\lbrack \text{Co}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{3 +}\)\\
(4)
\(\left\lbrack \text{Zn}\left( \text{NH}_{3} \right)_{6} \right\rbrack^{2 +}\)\\
(At. \(\text{No}\). \(Ti = 22,Cr = 24,Co = 27,Zn = 30\) )

",Co-ordination compounds
